publisher	year	university	total	cost
Elsevier	2010	University of Aberdeen	7799674.85	753161.75
Elsevier	2010	Abertay University	158525.13	0.0
Elsevier	2010	Aberystwyth University	3429443.4	247614.97
Elsevier	2010	Anglia Ruskin University	1554538.0	92060.0
Elsevier	2010	Arts University Bournemouth	35277.24	0.0
Elsevier	2010	Aston University	1313204.14	245171.0
Elsevier	2010	Bangor University	3733773.28	248926.18
Elsevier	2010	University of Bath	6288549.33	519062.12
Elsevier	2010	Bath Spa University	53002.86	0.0
Elsevier	2010	University of Bedfordshire	1509432.31	69648.9
Elsevier	2010	Birkbeck, University of London	1665975.0	97781.0
Elsevier	2010	University of Birmingham	10094024.95	798860.49
Elsevier	2010	Birmingham City University	559587.33	62962.0
Elsevier	2010	Bishop Grosseteste University	207036.0	0.0
Elsevier	2010	University of Bolton	987137.28	53235.75
Elsevier	2010	Bournemouth University	1955288.0	127782.0
Elsevier	2010	University of Brighton	1997605.41	126041.13
Elsevier	2010	University of Bristol	11127190.09	939882.14
Elsevier	2010	Brunel University	3752380.03	283316.16
Elsevier	2010	Buckinghamshire New University	359252.0	31270.0
Elsevier	2010	University of Cambridge	13893689.05	1277940.4
Elsevier	2010	Canterbury Christ Church University	1502271.56	37548.65
Elsevier	2010	Cardiff University	9426730.95	805524.76
Elsevier	2010	Cardiff Metropolitan University	1272353.2	68964.79
Elsevier	2010	University of Central Lancashire	2303359.83	251584.65
Elsevier	2010	Central School of Speech and Drama	3813.39	724.0
Elsevier	2010	University of Chester	235881.0	44904.0
Elsevier	2010	University of Chichester	253687.69	2450.64
Elsevier	2010	City University London	2461142.1	164975.54
Elsevier	2010	Courtauld Institute of Art	10307.27	0.0
Elsevier	2010	Coventry University	1787323.58	221247.98
Elsevier	2010	Cranfield University	2677876.22	323067.43
Elsevier	2010	University of Cumbria	441828.01	46258.83
Elsevier	2010	De Montfort University	1712913.31	144176.7
Elsevier	2010	University of Derby	987335.2	100554.38
Elsevier	2010	University of Dundee	4727771.51	368639.46
Elsevier	2010	Durham University	6648315.01	460360.23
Elsevier	2010	University of East Anglia	5242999.3	386468.94
Elsevier	2010	University of Edinburgh	9501214.15	830579.98
Elsevier	2010	Edinburgh Napier University	1771566.26	152216.0
Elsevier	2010	University of Exeter	4118935.41	221807.48
Elsevier	2010	Falmouth University	160054.73	0.0
Elsevier	2010	University of Glasgow	9830218.57	756502.0
Elsevier	2010	Glasgow Caledonian University	2819814.47	206658.8
Elsevier	2010	University of Gloucestershire	279285.8	48951.61
Elsevier	2010	Glyndŵr University	263659.0	14400.0
Elsevier	2010	Goldsmiths, University of London	897725.19	37332.87
Elsevier	2010	University of Greenwich	1039890.57	195938.48
Elsevier	2010	Harper Adams University	623866.99	59899.0
Elsevier	2010	Heriot-Watt University	2842128.23	385691.0
Elsevier	2010	Heythrop College	8760.0	0.0
Elsevier	2010	University of Huddersfield	577676.67	103659.36
Elsevier	2010	University of Hull	3661245.7	239659.3
Elsevier	2010	Institute of Cancer Research	1058332.0	163504.3
Elsevier	2010	Institute of Education, University of London	1073116.0	27098.0
Elsevier	2010	Keele University	2048483.59	167381.24
Elsevier	2010	University of Kent	2126624.12	336852.91
Elsevier	2010	King's College London	8416682.2	724762.84
Elsevier	2010	Kingston University	2156783.52	129162.62
Elsevier	2010	Lancaster University	4333552.0	399436.0
Elsevier	2010	University of Leeds	8418576.0	952511.0
Elsevier	2010	Leeds College of Art	5225.71	0.0
Elsevier	2010	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	88478.7
Elsevier	2010	Leeds Trinity University	198823.37	3745.1
Elsevier	2010	University of Leicester	2673998.0	480000.0
Elsevier	2010	University of Liverpool	7996744.71	744622.25
Elsevier	2010	Liverpool Hope University	719020.2	12900.02
Elsevier	2010	Liverpool Institute for Performing Arts	0.0	0.0
Elsevier	2010	Liverpool John Moores University	3239133.95	102636.61
Elsevier	2010	University of London (central)	1436219.0	67802.0
Elsevier	2010	London Business School	751740.69	97497.36
Elsevier	2010	London Metropolitan University	1372380.0	138327.0
Elsevier	2010	London School of Economics	3485289.37	176302.0
Elsevier	2010	London School of Hygiene and Tropical Medicine	1998227.97	232125.72
Elsevier	2010	Loughborough University	4639685.0	393164.0
Elsevier	2010	University of Manchester	13902222.1	1412239.15
Elsevier	2010	Manchester Metropolitan University	2025001.8	305097.67
Elsevier	2010	Newcastle University	8625403.74	929970.96
Elsevier	2010	Newman University	255166.0	318.0
Elsevier	2010	University of Northampton	1041589.08	28687.61
Elsevier	2010	Northumbria University	3281470.42	179894.28
Elsevier	2010	Norwich University of the Arts	5481.0	0.0
Elsevier	2010	University of Nottingham	11950364.55	1072320.86
Elsevier	2010	Nottingham Trent University	1874541.82	172665.95
Elsevier	2010	Open University	3657352.0	575333.0
Elsevier	2010	University of Oxford	9206781.13	945676.26
Elsevier	2010	Oxford Brookes University	3494720.97	129798.34
Elsevier	2010	Plymouth University	3589331.96	325902.13
Elsevier	2010	University of Portsmouth	2873573.37	267824.0
Elsevier	2010	Queen Margaret University, Edinburgh	794752.18	76583.06
Elsevier	2010	Queen Mary, University of London	5486850.39	521220.85
Elsevier	2010	Queen's University Belfast	8889564.83	683109.05
Elsevier	2010	Ravensbourne	4183.14	0.0
Elsevier	2010	University of Reading	3889485.26	326890.06
Elsevier	2010	Robert Gordon University	1913879.0	169078.0
Elsevier	2010	University of Roehampton	1346012.19	52387.0
Elsevier	2010	Rose Bruford College	0.0	0.0
Elsevier	2010	Royal Academy of Music	5627.8	0.0
Elsevier	2010	Royal Agricultural University	415345.57	23482.06
Elsevier	2010	Royal College of Art	85.0	0.0
Elsevier	2010	Royal College of Music	339.0	0.0
Elsevier	2010	Royal Conservatoire of Scotland	9233.6	0.0
Elsevier	2010	Royal Holloway, University of London	2960970.13	225486.84
Elsevier	2010	Royal Northern College of Music	15224.59	0.0
Elsevier	2010	Royal Veterinary College	775736.48	46750.31
Elsevier	2010	University of Salford	3537197.04	296490.1
Elsevier	2010	School of Oriental and African Studies	576069.02	0.0
Elsevier	2010	University of Sheffield	6940793.26	625708.38
Elsevier	2010	Sheffield Hallam University	195223.79	169.2
Elsevier	2010	University of South Wales	2323217.0	160523.0
Elsevier	2010	University of St Andrews	4305431.33	315188.93
Elsevier	2010	St George's University of London	1167653.0	145908.0
Elsevier	2010	University of St Mark and St John	334849.43	842.46
Elsevier	2010	St Mary's University College	406151.0	12595.0
Elsevier	2010	University of Stirling	2486292.0	193820.0
Elsevier	2010	University of Strathclyde	6801071.0	663139.0
Elsevier	2010	University of Sunderland	1573314.97	304173.45
Elsevier	2010	University of Sussex	4996376.0	456430.0
Elsevier	2010	Swansea University	4396602.29	611103.09
Elsevier	2010	Teesside University	2045929.34	174492.79
Elsevier	2010	Trinity Laban	17259.83	336.96
Elsevier	2010	UCL	13902388.29	1341927.08
Elsevier	2010	University College Birmingham	649103.0	4963.0
Elsevier	2010	University for the Creative Arts	11504.43	2030.04
Elsevier	2010	University of the Arts London	60727.16	3625.14
Elsevier	2010	University of the Highlands and Islands	138183.52	15121.96
Elsevier	2010	University of the West of England	3409003.0	241689.0
Elsevier	2010	University of the West of Scotland	1217004.0	95544.0
Elsevier	2010	University of Ulster	5988170.68	546855.0
Elsevier	2010	University of Wales Trinity St David	840554.0	23041.0
Elsevier	2010	University of Warwick	8166941.54	704115.18
Elsevier	2010	University of West London	61817.41	19341.64
Elsevier	2010	University of Westminster	2397389.0	166909.0
Elsevier	2010	University of Winchester	953812.42	1634.0
Elsevier	2010	University of Wolverhampton	45711.0	0.0
Elsevier	2010	University of Worcester	77102.31	1168.75
Elsevier	2010	University of York	6142532.23	479836.38
Elsevier	2010	York St John University	769711.0	3810.02
Elsevier	2011	University of Aberdeen	7799674.85	759672.77
Elsevier	2011	Abertay University	158525.13	0.0
Elsevier	2011	Aberystwyth University	3429443.4	253216.21
Elsevier	2011	Anglia Ruskin University	1554538.0	78961.0
Elsevier	2011	Arts University Bournemouth	35277.24	0.0
Elsevier	2011	Aston University	1313204.14	254704.0
Elsevier	2011	Bangor University	3733773.28	249413.25
Elsevier	2011	University of Bath	6288549.33	514990.66
Elsevier	2011	Bath Spa University	53002.86	0.0
Elsevier	2011	University of Bedfordshire	1509432.31	70106.19
Elsevier	2011	Birkbeck, University of London	1665975.0	133588.0
Elsevier	2011	University of Birmingham	10094024.95	809986.62
Elsevier	2011	Birmingham City University	559587.33	78914.0
Elsevier	2011	Bishop Grosseteste University	207036.0	0.0
Elsevier	2011	University of Bolton	987137.28	65448.22
Elsevier	2011	Bournemouth University	1955288.0	120708.0
Elsevier	2011	University of Bradford	239774.29	53764.0
Elsevier	2011	University of Brighton	1997605.41	112434.23
Elsevier	2011	University of Bristol	11127190.09	958635.65
Elsevier	2011	Brunel University	3752380.03	285056.17
Elsevier	2011	Buckinghamshire New University	359252.0	33662.0
Elsevier	2011	University of Cambridge	13893689.05	1307795.69
Elsevier	2011	Canterbury Christ Church University	1502271.56	55133.56
Elsevier	2011	Cardiff University	9426730.95	784659.37
Elsevier	2011	Cardiff Metropolitan University	1272353.2	53214.64
Elsevier	2011	University of Central Lancashire	2303359.83	170180.67
Elsevier	2011	Central School of Speech and Drama	3813.39	743.0
Elsevier	2011	University of Chester	235881.0	45204.0
Elsevier	2011	University of Chichester	253687.69	9183.68
Elsevier	2011	City University London	2461142.1	160607.85
Elsevier	2011	Courtauld Institute of Art	10307.27	0.0
Elsevier	2011	Coventry University	1787323.58	232921.42
Elsevier	2011	Cranfield University	2677876.22	304224.71
Elsevier	2011	University of Cumbria	441828.01	47753.23
Elsevier	2011	De Montfort University	1712913.31	172314.54
Elsevier	2011	University of Derby	987335.2	98566.45
Elsevier	2011	University of Dundee	4727771.51	386958.49
Elsevier	2011	Durham University	6648315.01	454920.26
Elsevier	2011	University of East Anglia	5242999.3	379150.12
Elsevier	2011	University of East London	1577189.79	157283.53
Elsevier	2011	University of Edinburgh	9501214.15	845551.87
Elsevier	2011	Edinburgh Napier University	1771566.26	155604.49
Elsevier	2011	University of Exeter	4118935.41	216531.09
Elsevier	2011	Falmouth University	160054.73	459.42
Elsevier	2011	University of Glasgow	9830218.57	789354.0
Elsevier	2011	Glasgow Caledonian University	2819814.47	216055.39
Elsevier	2011	University of Gloucestershire	279285.8	48348.55
Elsevier	2011	Glyndŵr University	263659.0	9342.0
Elsevier	2011	Goldsmiths, University of London	897725.19	36316.04
Elsevier	2011	University of Greenwich	1039890.57	202242.54
Elsevier	2011	Harper Adams University	623866.99	58479.0
Elsevier	2011	Heriot-Watt University	2842128.23	383231.0
Elsevier	2011	Heythrop College	8760.0	0.0
Elsevier	2011	University of Huddersfield	577676.67	110171.13
Elsevier	2011	University of Hull	3661245.7	244491.1
Elsevier	2011	Imperial College London	10428867.31	1414912.98
Elsevier	2011	Institute of Cancer Research	1058332.0	162721.4
Elsevier	2011	Institute of Education, University of London	1073116.0	26998.0
Elsevier	2011	Keele University	2048483.59	169703.35
Elsevier	2011	University of Kent	2126624.12	349646.01
Elsevier	2011	King's College London	8416682.2	736283.22
Elsevier	2011	Kingston University	2156783.52	132170.13
Elsevier	2011	Lancaster University	4333552.0	400656.0
Elsevier	2011	University of Leeds	8418576.0	991876.0
Elsevier	2011	Leeds College of Art	5225.71	0.0
Elsevier	2011	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	92989.25
Elsevier	2011	Leeds Trinity University	198823.37	7855.05
Elsevier	2011	University of Leicester	2673998.0	491000.0
Elsevier	2011	University of Liverpool	7996744.71	746639.21
Elsevier	2011	Liverpool Hope University	719020.2	16610.81
Elsevier	2011	Liverpool Institute for Performing Arts	0.0	0.0
Elsevier	2011	Liverpool John Moores University	3239133.95	103588.34
Elsevier	2011	University of London (central)	1436219.0	67269.0
Elsevier	2011	London Business School	751740.69	98482.35
Elsevier	2011	London Metropolitan University	1372380.0	143628.0
Elsevier	2011	London School of Economics	3485289.37	179423.0
Elsevier	2011	London School of Hygiene and Tropical Medicine	1998227.97	239460.79
Elsevier	2011	Loughborough University	4639685.0	399122.0
Elsevier	2011	University of Manchester	13902222.1	1462179.3
Elsevier	2011	Manchester Metropolitan University	2025001.8	293340.47
Elsevier	2011	Newcastle University	8625403.74	914932.81
Elsevier	2011	Newman University	255166.0	272.0
Elsevier	2011	University of Northampton	1041589.08	19865.72
Elsevier	2011	Northumbria University	3281470.42	185052.96
Elsevier	2011	Norwich University of the Arts	5481.0	0.0
Elsevier	2011	University of Nottingham	11950364.55	1081323.26
Elsevier	2011	Nottingham Trent University	1874541.82	187840.43
Elsevier	2011	Open University	3657352.0	568904.0
Elsevier	2011	University of Oxford	9206781.13	963434.05
Elsevier	2011	Oxford Brookes University	3494720.97	128144.11
Elsevier	2011	Plymouth University	3589331.96	300655.31
Elsevier	2011	University of Portsmouth	2873573.37	288941.0
Elsevier	2011	Queen Margaret University, Edinburgh	794752.18	80532.03
Elsevier	2011	Queen Mary, University of London	5486850.39	529729.1
Elsevier	2011	Queen's University Belfast	8889564.83	704084.78
Elsevier	2011	Ravensbourne	4183.14	0.0
Elsevier	2011	University of Reading	3889485.26	319438.54
Elsevier	2011	Robert Gordon University	1913879.0	175381.0
Elsevier	2011	University of Roehampton	1346012.19	49493.0
Elsevier	2011	Rose Bruford College	0.0	0.0
Elsevier	2011	Royal Academy of Music	5627.8	0.0
Elsevier	2011	Royal Agricultural University	415345.57	23119.74
Elsevier	2011	Royal College of Art	85.0	0.0
Elsevier	2011	Royal College of Music	339.0	0.0
Elsevier	2011	Royal Conservatoire of Scotland	9233.6	0.0
Elsevier	2011	Royal Holloway, University of London	2960970.13	241373.66
Elsevier	2011	Royal Northern College of Music	15224.59	0.0
Elsevier	2011	Royal Veterinary College	775736.48	59302.26
Elsevier	2011	University of Salford	3537197.04	308065.98
Elsevier	2011	School of Oriental and African Studies	576069.02	0.0
Elsevier	2011	University of Sheffield	6940793.26	645283.87
Elsevier	2011	Sheffield Hallam University	195223.79	7038.21
Elsevier	2011	University of South Wales	2323217.0	155881.0
Elsevier	2011	University of St Andrews	4305431.33	336209.2
Elsevier	2011	St George's University of London	1167653.0	149507.0
Elsevier	2011	University of St Mark and St John	334849.43	5422.45
Elsevier	2011	St Mary's University College	406151.0	12904.0
Elsevier	2011	University of Stirling	2486292.0	200383.0
Elsevier	2011	University of Strathclyde	6801071.0	659652.0
Elsevier	2011	University of Sunderland	1573314.97	312800.99
Elsevier	2011	University of Surrey	2755964.18	569105.1
Elsevier	2011	University of Sussex	4996376.0	409831.0
Elsevier	2011	Swansea University	4396602.29	641347.46
Elsevier	2011	Teesside University	2045929.34	170296.27
Elsevier	2011	Trinity Laban	17259.83	341.39
Elsevier	2011	UCL	13902388.29	1352179.11
Elsevier	2011	University College Birmingham	649103.0	5123.0
Elsevier	2011	University for the Creative Arts	11504.43	2124.86
Elsevier	2011	University of the Arts London	60727.16	3333.75
Elsevier	2011	University of the Highlands and Islands	138183.52	20129.53
Elsevier	2011	University of the West of England	3409003.0	241806.0
Elsevier	2011	University of the West of Scotland	1217004.0	95403.0
Elsevier	2011	University of Ulster	5988170.68	567708.0
Elsevier	2011	University of Wales Trinity St David	840554.0	23344.0
Elsevier	2011	University of Warwick	8166941.54	711129.44
Elsevier	2011	University of West London	61817.41	0.0
Elsevier	2011	University of Westminster	2397389.0	173639.0
Elsevier	2011	University of Winchester	953812.42	2007.0
Elsevier	2011	University of Wolverhampton	45711.0	0.0
Elsevier	2011	University of Worcester	77102.31	0.0
Elsevier	2011	University of York	6142532.23	471943.23
Elsevier	2011	York St John University	769711.0	9260.24
Elsevier	2012	University of Aberdeen	7799674.85	757137.16
Elsevier	2012	Abertay University	158525.13	47069.46
Elsevier	2012	Aberystwyth University	3429443.4	262767.01
Elsevier	2012	Anglia Ruskin University	1554538.0	83436.0
Elsevier	2012	Arts University Bournemouth	35277.24	0.0
Elsevier	2012	Aston University	1313204.14	253856.0
Elsevier	2012	Bangor University	3733773.28	246511.97
Elsevier	2012	University of Bath	6288549.33	750747.1
Elsevier	2012	Bath Spa University	53002.86	0.0
Elsevier	2012	University of Bedfordshire	1509432.31	68312.23
Elsevier	2012	Birkbeck, University of London	1665975.0	131184.0
Elsevier	2012	University of Birmingham	10094024.95	923979.23
Elsevier	2012	Birmingham City University	559587.33	80888.0
Elsevier	2012	Bishop Grosseteste University	207036.0	0.0
Elsevier	2012	University of Bolton	987137.28	64179.2
Elsevier	2012	Bournemouth University	1955288.0	144448.0
Elsevier	2012	University of Bradford	239774.29	82681.0
Elsevier	2012	University of Brighton	1997605.41	144108.62
Elsevier	2012	University of Bristol	11127190.09	951915.03
Elsevier	2012	Brunel University	3752380.03	341807.02
Elsevier	2012	Buckinghamshire New University	359252.0	26214.0
Elsevier	2012	University of Cambridge	13893689.05	1339887.84
Elsevier	2012	Canterbury Christ Church University	1502271.56	42171.55
Elsevier	2012	Cardiff University	9426730.95	791269.21
Elsevier	2012	Cardiff Metropolitan University	1272353.2	64216.84
Elsevier	2012	University of Central Lancashire	2303359.83	181201.59
Elsevier	2012	Central School of Speech and Drama	3813.39	0.0
Elsevier	2012	University of Chester	235881.0	46911.0
Elsevier	2012	University of Chichester	253687.69	16110.93
Elsevier	2012	City University London	2461142.1	176402.72
Elsevier	2012	Courtauld Institute of Art	10307.27	0.0
Elsevier	2012	Coventry University	1787323.58	228359.66
Elsevier	2012	Cranfield University	2677876.22	318320.6
Elsevier	2012	University of Cumbria	441828.01	47840.28
Elsevier	2012	De Montfort University	1712913.31	176561.52
Elsevier	2012	University of Derby	987335.2	106593.74
Elsevier	2012	University of Dundee	4727771.51	445551.48
Elsevier	2012	Durham University	6648315.01	443160.84
Elsevier	2012	University of East Anglia	5242999.3	288618.0
Elsevier	2012	University of East London	1577189.79	163392.75
Elsevier	2012	University of Edinburgh	9501214.15	850117.22
Elsevier	2012	Edinburgh Napier University	1771566.26	156970.52
Elsevier	2012	University of Essex	1796512.34	174552.02
Elsevier	2012	University of Exeter	4118935.41	225521.07
Elsevier	2012	Falmouth University	160054.73	465.32
Elsevier	2012	University of Glasgow	9830218.57	790985.0
Elsevier	2012	Glasgow Caledonian University	2819814.47	220863.82
Elsevier	2012	University of Gloucestershire	279285.8	41865.92
Elsevier	2012	Glyndŵr University	263659.0	502.0
Elsevier	2012	Goldsmiths, University of London	897725.19	39419.25
Elsevier	2012	University of Greenwich	1039890.57	203143.83
Elsevier	2012	Harper Adams University	623866.99	58360.0
Elsevier	2012	Heriot-Watt University	2842128.23	325462.66
Elsevier	2012	University of Hertfordshire	2014692.53	322653.0
Elsevier	2012	Heythrop College	8760.0	0.0
Elsevier	2012	University of Huddersfield	577676.67	107953.48
Elsevier	2012	University of Hull	3661245.7	254780.5
Elsevier	2012	Imperial College London	10428867.31	1444323.23
Elsevier	2012	Institute of Cancer Research	1058332.0	156478.88
Elsevier	2012	Institute of Education, University of London	1073116.0	27844.0
Elsevier	2012	Keele University	2048483.59	151552.0
Elsevier	2012	University of Kent	2126624.12	361168.31
Elsevier	2012	King's College London	8416682.2	628373.0
Elsevier	2012	Kingston University	2156783.52	138130.52
Elsevier	2012	Lancaster University	4333552.0	412393.0
Elsevier	2012	University of Leeds	8418576.0	1009803.0
Elsevier	2012	Leeds College of Art	5225.71	0.0
Elsevier	2012	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	165685.49
Elsevier	2012	Leeds Trinity University	198823.37	7333.03
Elsevier	2012	University of Leicester	2673998.0	496000.0
Elsevier	2012	University of Liverpool	7996744.71	780430.27
Elsevier	2012	Liverpool Hope University	719020.2	19008.2
Elsevier	2012	Liverpool Institute for Performing Arts	0.0	0.0
Elsevier	2012	Liverpool John Moores University	3239133.95	202980.6
Elsevier	2012	University of London (central)	1436219.0	70421.0
Elsevier	2012	London Business School	751740.69	98369.29
Elsevier	2012	London Metropolitan University	1372380.0	150548.0
Elsevier	2012	London School of Economics	3485289.37	178203.0
Elsevier	2012	London School of Hygiene and Tropical Medicine	1998227.97	250348.82
Elsevier	2012	London South Bank University	741235.08	168054.0
Elsevier	2012	Loughborough University	4639685.0	396915.0
Elsevier	2012	University of Manchester	13902222.1	1456585.06
Elsevier	2012	Manchester Metropolitan University	2025001.8	301803.06
Elsevier	2012	Middlesex University	895042.03	92419.9
Elsevier	2012	Newcastle University	8625403.74	937193.0
Elsevier	2012	Newman University	255166.0	250.0
Elsevier	2012	University of Northampton	1041589.08	57537.17
Elsevier	2012	Northumbria University	3281470.42	184686.47
Elsevier	2012	Norwich University of the Arts	5481.0	0.0
Elsevier	2012	University of Nottingham	11950364.55	1081565.08
Elsevier	2012	Nottingham Trent University	1874541.82	177057.6
Elsevier	2012	Open University	3657352.0	587060.0
Elsevier	2012	University of Oxford	9206781.13	942818.64
Elsevier	2012	Oxford Brookes University	3494720.97	151323.11
Elsevier	2012	Plymouth University	3589331.96	305406.8
Elsevier	2012	University of Portsmouth	2873573.37	284941.0
Elsevier	2012	Queen Margaret University, Edinburgh	794752.18	84234.32
Elsevier	2012	Queen Mary, University of London	5486850.39	576064.07
Elsevier	2012	Queen's University Belfast	8889564.83	698969.24
Elsevier	2012	Ravensbourne	4183.14	0.0
Elsevier	2012	University of Reading	3889485.26	404984.55
Elsevier	2012	Robert Gordon University	1913879.0	181718.0
Elsevier	2012	University of Roehampton	1346012.19	54854.0
Elsevier	2012	Rose Bruford College	0.0	0.0
Elsevier	2012	Royal Academy of Music	5627.8	0.0
Elsevier	2012	Royal Agricultural University	415345.57	24047.66
Elsevier	2012	Royal College of Art	85.0	0.0
Elsevier	2012	Royal College of Music	339.0	0.0
Elsevier	2012	Royal Conservatoire of Scotland	9233.6	0.0
Elsevier	2012	Royal Holloway, University of London	2960970.13	301903.35
Elsevier	2012	Royal Northern College of Music	15224.59	0.0
Elsevier	2012	Royal Veterinary College	775736.48	62827.45
Elsevier	2012	University of Salford	3537197.04	320319.29
Elsevier	2012	School of Oriental and African Studies	576069.02	5141.0
Elsevier	2012	University of Sheffield	6940793.26	670084.42
Elsevier	2012	Sheffield Hallam University	195223.79	27480.2
Elsevier	2012	University of South Wales	2323217.0	169618.0
Elsevier	2012	Staffordshire University	461593.19	96456.41
Elsevier	2012	University of St Andrews	4305431.33	356655.27
Elsevier	2012	St George's University of London	1167653.0	123979.0
Elsevier	2012	University of St Mark and St John	334849.43	4572.29
Elsevier	2012	St Mary's University College	406151.0	13629.0
Elsevier	2012	University of Stirling	2486292.0	199085.0
Elsevier	2012	University of Strathclyde	6801071.0	697849.0
Elsevier	2012	University of Sunderland	1573314.97	311505.72
Elsevier	2012	University of Surrey	2755964.18	595755.63
Elsevier	2012	University of Sussex	4996376.0	435770.0
Elsevier	2012	Swansea University	4396602.29	645392.78
Elsevier	2012	Teesside University	2045929.34	150293.54
Elsevier	2012	Trinity Laban	17259.83	373.53
Elsevier	2012	UCL	13902388.29	1580775.45
Elsevier	2012	University College Birmingham	649103.0	11347.0
Elsevier	2012	University for the Creative Arts	11504.43	1388.01
Elsevier	2012	University of the Arts London	60727.16	8483.63
Elsevier	2012	University of the Highlands and Islands	138183.52	26968.73
Elsevier	2012	University of the West of England	3409003.0	252962.0
Elsevier	2012	University of the West of Scotland	1217004.0	97414.0
Elsevier	2012	University of Ulster	5988170.68	587427.0
Elsevier	2012	University of Wales Trinity St David	840554.0	32368.0
Elsevier	2012	University of Warwick	8166941.54	728848.34
Elsevier	2012	University of West London	61817.41	0.0
Elsevier	2012	University of Westminster	2397389.0	169837.0
Elsevier	2012	University of Winchester	953812.42	1695.0
Elsevier	2012	University of Wolverhampton	45711.0	0.0
Elsevier	2012	University of Worcester	77102.31	0.0
Elsevier	2012	University of York	6142532.23	457958.93
Elsevier	2012	York St John University	769711.0	21859.0
Elsevier	2013	University of Aberdeen	7799674.85	747090.02
Elsevier	2013	Abertay University	158525.13	33071.96
Elsevier	2013	Aberystwyth University	3429443.4	265394.66
Elsevier	2013	Anglia Ruskin University	1554538.0	84408.0
Elsevier	2013	Arts University Bournemouth	35277.24	0.0
Elsevier	2013	Aston University	1313204.14	256824.0
Elsevier	2013	Bangor University	3733773.28	251029.27
Elsevier	2013	University of Bath	6288549.33	557117.76
Elsevier	2013	Bath Spa University	53002.86	19445.0
Elsevier	2013	University of Bedfordshire	1509432.31	88876.5
Elsevier	2013	Birkbeck, University of London	1665975.0	122160.0
Elsevier	2013	University of Birmingham	10094024.95	854854.08
Elsevier	2013	Birmingham City University	559587.33	101157.0
Elsevier	2013	Bishop Grosseteste University	207036.0	0.0
Elsevier	2013	University of Bolton	987137.28	64552.5
Elsevier	2013	Bournemouth University	1955288.0	131747.0
Elsevier	2013	University of Bradford	239774.29	37823.0
Elsevier	2013	University of Brighton	1997605.41	112363.92
Elsevier	2013	University of Bristol	11127190.09	977798.44
Elsevier	2013	Brunel University	3752380.03	345225.18
Elsevier	2013	Buckinghamshire New University	359252.0	27919.0
Elsevier	2013	University of Cambridge	13893689.05	1353286.55
Elsevier	2013	Canterbury Christ Church University	1502271.56	41198.84
Elsevier	2013	Cardiff University	9426730.95	803708.85
Elsevier	2013	Cardiff Metropolitan University	1272353.2	79103.37
Elsevier	2013	University of Central Lancashire	2303359.83	166960.56
Elsevier	2013	Central School of Speech and Drama	3813.39	1406.0
Elsevier	2013	University of Chester	235881.0	47280.0
Elsevier	2013	University of Chichester	253687.69	8815.76
Elsevier	2013	City University London	2461142.1	192053.24
Elsevier	2013	Courtauld Institute of Art	10307.27	0.0
Elsevier	2013	Coventry University	1787323.58	230643.23
Elsevier	2013	Cranfield University	2677876.22	314831.71
Elsevier	2013	University of Cumbria	441828.01	49216.36
Elsevier	2013	De Montfort University	1712913.31	174133.86
Elsevier	2013	University of Derby	987335.2	94539.58
Elsevier	2013	University of Dundee	4727771.51	445109.11
Elsevier	2013	Durham University	6648315.01	447592.45
Elsevier	2013	University of East Anglia	5242999.3	392828.0
Elsevier	2013	University of East London	1577189.79	132559.78
Elsevier	2013	University of Edinburgh	9501214.15	845307.08
Elsevier	2013	Edinburgh Napier University	1771566.26	158540.23
Elsevier	2013	University of Essex	1796512.34	173382.32
Elsevier	2013	University of Exeter	4118935.41	228080.71
Elsevier	2013	Falmouth University	160054.73	511.56
Elsevier	2013	University of Glasgow	9830218.57	799346.0
Elsevier	2013	Glasgow Caledonian University	2819814.47	185953.68
Elsevier	2013	University of Gloucestershire	279285.8	58650.36
Elsevier	2013	Glyndŵr University	263659.0	0.0
Elsevier	2013	Goldsmiths, University of London	897725.19	39553.45
Elsevier	2013	University of Greenwich	1039890.57	204445.82
Elsevier	2013	Harper Adams University	623866.99	59284.0
Elsevier	2013	Heriot-Watt University	2842128.23	328717.28
Elsevier	2013	University of Hertfordshire	2014692.53	325801.0
Elsevier	2013	Heythrop College	8760.0	0.0
Elsevier	2013	University of Huddersfield	577676.67	111363.23
Elsevier	2013	University of Hull	3661245.7	257389.3
Elsevier	2013	Imperial College London	10428867.31	1458766.31
Elsevier	2013	Institute of Cancer Research	1058332.0	169139.0
Elsevier	2013	Institute of Education, University of London	1073116.0	25885.0
Elsevier	2013	Keele University	2048483.59	157448.0
Elsevier	2013	University of Kent	2126624.12	364745.03
Elsevier	2013	King's College London	8416682.2	635134.0
Elsevier	2013	Kingston University	2156783.52	139126.56
Elsevier	2013	Lancaster University	4333552.0	416557.0
Elsevier	2013	University of Leeds	8418576.0	1020186.0
Elsevier	2013	Leeds College of Art	5225.71	0.0
Elsevier	2013	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	92028.62
Elsevier	2013	Leeds Trinity University	198823.37	10825.83
Elsevier	2013	University of Leicester	2673998.0	507000.0
Elsevier	2013	University of Liverpool	7996744.71	787187.77
Elsevier	2013	Liverpool Hope University	719020.2	18510.78
