publisher	year	university	total	cost
Sage	2013	University of Nottingham	11950364.55	110223.8
Sage	2013	Open University	3657352.0	30367.0
Sage	2013	University of Oxford	9206781.13	82805.0
Sage	2013	Oxford Brookes University	3494720.97	91118.51
Sage	2013	Plymouth University	3589331.96	79857.0
Sage	2013	University of Portsmouth	2873573.37	54.0
Sage	2013	Queen Margaret University, Edinburgh	794752.18	23578.19
Sage	2013	Queen Mary, University of London	5486850.39	60548.8
Sage	2013	Queen's University Belfast	8889564.83	99718.67
Sage	2013	Ravensbourne	4183.14	0.0
Sage	2013	University of Reading	3889485.26	36975.03
Sage	2013	Robert Gordon University	1913879.0	45432.0
Sage	2013	University of Roehampton	1346012.19	28052.0
Sage	2013	Royal Academy of Music	5627.8	0.0
Sage	2013	Royal Agricultural University	415345.57	6254.21
Sage	2013	Royal College of Art	85.0	0.0
Sage	2013	Royal Conservatoire of Scotland	9233.6	0.0
Sage	2013	Royal Holloway, University of London	2960970.13	45215.0
Sage	2013	Royal Northern College of Music	15224.59	812.63
Sage	2013	Royal Veterinary College	775736.48	1765.4
Sage	2013	University of Salford	3537197.04	78583.24
Sage	2013	School of Oriental and African Studies	576069.02	0.0
Sage	2013	University of Sheffield	6940793.26	111328.14
Sage	2013	Sheffield Hallam University	195223.79	800.52
Sage	2013	University of South Wales	2323217.0	84607.0
Sage	2013	Southampton Solent University	11408.73	0.0
Sage	2013	Staffordshire University	461593.19	0.0
Sage	2013	University of St Andrews	4305431.33	58206.17
Sage	2013	St George's University of London	1167653.0	14405.0
Sage	2013	University of St Mark and St John	334849.43	12651.0
Sage	2013	St Mary's University College	406151.0	13374.0
Sage	2013	University of Stirling	2486292.0	58135.0
Sage	2013	University of Strathclyde	6801071.0	65737.0
Sage	2013	University of Sunderland	1573314.97	43.98
Sage	2013	University of Surrey	2755964.18	13903.0
Sage	2013	University of Sussex	4996376.0	58660.0
Sage	2013	Swansea University	4396602.29	88954.58
Sage	2013	Teesside University	2045929.34	73271.22
Sage	2013	Trinity Laban	17259.83	392.5
Sage	2013	UCL	13902388.29	102030.24
Sage	2013	University College Birmingham	649103.0	35797.0
Sage	2013	University for the Creative Arts	11504.43	0.0
Sage	2013	University of the Arts London	60727.16	0.0
Sage	2013	University of the Highlands and Islands	138183.52	0.0
Sage	2013	University of the West of England	3409003.0	123063.0
Sage	2013	University of the West of Scotland	1217004.0	22971.0
Sage	2013	University of Ulster	5988170.68	76475.63
Sage	2013	University of Wales Trinity St David	840554.0	27706.0
Sage	2013	University of Warwick	8166941.54	87409.0
Sage	2013	University of West London	61817.41	341.0
Sage	2013	University of Westminster	2397389.0	67089.0
Sage	2013	University of Winchester	953812.42	29922.86
Sage	2013	University of Wolverhampton	45711.0	210.0
Sage	2013	University of Worcester	77102.31	3848.31
Sage	2013	University of York	6142532.23	80272.0
Sage	2013	York St John University	769711.0	21085.0
Sage	2014	University of Aberdeen	7799674.85	63349.8
Sage	2014	Abertay University	158525.13	0.0
Sage	2014	Aberystwyth University	3429443.4	39727.03
Sage	2014	Anglia Ruskin University	1554538.0	37368.0
Sage	2014	Arts University Bournemouth	35277.24	1050.98
Sage	2014	Aston University	1313204.14	2400.0
Sage	2014	Bangor University	3733773.28	70198.17
Sage	2014	University of Bath	6288549.33	91809.0
Sage	2014	Bath Spa University	53002.86	306.0
Sage	2014	University of Bedfordshire	1509432.31	52387.11
Sage	2014	Birkbeck, University of London	1665975.0	11261.0
Sage	2014	University of Birmingham	10094024.95	140623.22
Sage	2014	Birmingham City University	559587.33	10580.4
Sage	2014	Bishop Grosseteste University	207036.0	7976.0
Sage	2014	University of Bolton	987137.28	14282.08
Sage	2014	Bournemouth University	1955288.0	67204.0
Sage	2014	University of Bradford	239774.29	19290.0
Sage	2014	University of Brighton	1997605.41	56629.0
Sage	2014	University of Bristol	11127190.09	118471.0
Sage	2014	Brunel University	3752380.03	84151.66
Sage	2014	University of Cambridge	13893689.05	69553.0
Sage	2014	Canterbury Christ Church University	1502271.56	51746.04
Sage	2014	Cardiff University	9426730.95	143449.0
Sage	2014	Cardiff Metropolitan University	1272353.2	33391.32
Sage	2014	University of Central Lancashire	2303359.83	63679.13
Sage	2014	Central School of Speech and Drama	3813.39	0.0
Sage	2014	University of Chester	235881.0	0.0
Sage	2014	University of Chichester	253687.69	11570.73
Sage	2014	City University London	2461142.1	78457.0
Sage	2014	Courtauld Institute of Art	10307.27	382.52
Sage	2014	Coventry University	1787323.58	58975.52
Sage	2014	Cranfield University	2677876.22	21726.36
Sage	2014	University of Cumbria	441828.01	10077.1
Sage	2014	De Montfort University	1712913.31	42998.42
Sage	2014	University of Dundee	4727771.51	71367.17
Sage	2014	Durham University	6648315.01	111712.0
Sage	2014	University of East Anglia	5242999.3	91332.0
Sage	2014	University of East London	1577189.79	47148.12
Sage	2014	University of Edinburgh	9501214.15	149885.0
Sage	2014	Edinburgh Napier University	1771566.26	38950.54
Sage	2014	University of Essex	1796512.34	60315.69
Sage	2014	University of Exeter	4118935.41	94794.41
Sage	2014	Falmouth University	160054.73	12619.0
Sage	2014	University of Glasgow	9830218.57	100100.07
Sage	2014	Glasgow Caledonian University	2819814.47	77594.94
Sage	2014	University of Gloucestershire	279285.8	2229.45
Sage	2014	Glyndŵr University	263659.0	11297.0
Sage	2014	Goldsmiths, University of London	897725.19	44985.91
Sage	2014	University of Greenwich	1039890.57	0.0
Sage	2014	Harper Adams University	623866.99	0.0
Sage	2014	Heriot-Watt University	2842128.23	16602.54
Sage	2014	University of Hertfordshire	2014692.53	82658.44
Sage	2014	Heythrop College	8760.0	480.0
Sage	2014	University of Huddersfield	577676.67	0.0
Sage	2014	University of Hull	3661245.7	96898.72
Sage	2014	Institute of Cancer Research	1058332.0	0.0
Sage	2014	Institute of Education, University of London	1073116.0	29083.0
Sage	2014	Keele University	2048483.59	46693.0
Sage	2014	University of Kent	2126624.12	323.0
Sage	2014	King's College London	8416682.2	119972.13
Sage	2014	Kingston University	2156783.52	61612.55
Sage	2014	Lancaster University	4333552.0	82221.0
Sage	2014	Leeds College of Art	5225.71	0.0
Sage	2014	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	7005.2
Sage	2014	Leeds Trinity University	198823.37	13181.66
Sage	2014	University of Lincoln	1085148.0	52508.0
Sage	2014	University of Liverpool	7996744.71	101737.2
Sage	2014	Liverpool Hope University	719020.2	28365.18
Sage	2014	Liverpool John Moores University	3239133.95	87449.03
Sage	2014	University of London (central)	1436219.0	34170.0
Sage	2014	London Business School	751740.69	13989.0
Sage	2014	London School of Economics	3485289.37	123828.0
Sage	2014	London School of Hygiene and Tropical Medicine	1998227.97	20032.27
Sage	2014	Loughborough University	4639685.0	70157.0
Sage	2014	University of Manchester	13902222.1	71323.24
Sage	2014	Manchester Metropolitan University	2025001.8	43941.81
Sage	2014	Middlesex University	895042.03	3028.93
Sage	2014	Newcastle University	8625403.74	5204.0
Sage	2014	Newman University	255166.0	8389.0
Sage	2014	University of Northampton	1041589.08	37962.39
Sage	2014	Northumbria University	3281470.42	113352.91
Sage	2014	Norwich University of the Arts	5481.0	806.0
Sage	2014	University of Nottingham	11950364.55	115379.1
Sage	2014	Nottingham Trent University	1874541.82	3560.4
Sage	2014	Open University	3657352.0	0.0
Sage	2014	University of Oxford	9206781.13	86003.0
Sage	2014	Oxford Brookes University	3494720.97	101062.82
Sage	2014	Plymouth University	3589331.96	88556.0
Sage	2014	University of Portsmouth	2873573.37	54.0
Sage	2014	Queen Margaret University, Edinburgh	794752.18	24570.31
Sage	2014	Queen Mary, University of London	5486850.39	60470.9
Sage	2014	Queen's University Belfast	8889564.83	110728.32
Sage	2014	Ravensbourne	4183.14	0.0
Sage	2014	University of Reading	3889485.26	45093.99
Sage	2014	Robert Gordon University	1913879.0	48907.0
Sage	2014	University of Roehampton	1346012.19	28004.0
Sage	2014	Royal Academy of Music	5627.8	0.0
Sage	2014	Royal Agricultural University	415345.57	6144.76
Sage	2014	Royal College of Art	85.0	0.0
Sage	2014	Royal Conservatoire of Scotland	9233.6	0.0
Sage	2014	Royal Holloway, University of London	2960970.13	47096.0
Sage	2014	Royal Northern College of Music	15224.59	858.5
Sage	2014	Royal Veterinary College	775736.48	1862.4
Sage	2014	University of Salford	3537197.04	82804.6
Sage	2014	School of Oriental and African Studies	576069.02	0.0
Sage	2014	University of Sheffield	6940793.26	113655.21
Sage	2014	Sheffield Hallam University	195223.79	0.0
Sage	2014	University of South Wales	2323217.0	90038.0
Sage	2014	Southampton Solent University	11408.73	0.0
Sage	2014	Staffordshire University	461593.19	0.0
Sage	2014	University of St Andrews	4305431.33	61000.17
Sage	2014	St George's University of London	1167653.0	15700.0
Sage	2014	University of St Mark and St John	334849.43	13540.0
Sage	2014	St Mary's University College	406151.0	13168.0
Sage	2014	University of Stirling	2486292.0	65041.0
Sage	2014	University of Strathclyde	6801071.0	80035.0
Sage	2014	University of Surrey	2755964.18	0.0
Sage	2014	University of Sussex	4996376.0	63700.0
Sage	2014	Swansea University	4396602.29	71761.97
Sage	2014	Teesside University	2045929.34	75331.03
Sage	2014	Trinity Laban	17259.83	414.65
Sage	2014	UCL	13902388.29	105644.4
Sage	2014	University College Birmingham	649103.0	30122.0
Sage	2014	University for the Creative Arts	11504.43	0.0
Sage	2014	University of the Arts London	60727.16	103.97
Sage	2014	University of the Highlands and Islands	138183.52	0.0
Sage	2014	University of the West of England	3409003.0	125918.0
Sage	2014	University of the West of Scotland	1217004.0	22177.0
Sage	2014	University of Ulster	5988170.68	79836.28
Sage	2014	University of Wales Trinity St David	840554.0	28992.0
Sage	2014	University of Warwick	8166941.54	98627.0
Sage	2014	University of West London	61817.41	0.0
Sage	2014	University of Westminster	2397389.0	69491.0
Sage	2014	University of Winchester	953812.42	34490.22
Sage	2014	University of Wolverhampton	45711.0	504.0
Sage	2014	University of Worcester	77102.31	5184.89
Sage	2014	University of York	6142532.23	84491.0
Sage	2014	York St John University	769711.0	28318.0
Oxford University Press	2010	University of Aberdeen	7799674.85	32572.6
Oxford University Press	2010	Abertay University	158525.13	0.0
Oxford University Press	2010	Aberystwyth University	3429443.4	26469.57
Oxford University Press	2010	Anglia Ruskin University	1554538.0	9475.0
Oxford University Press	2010	Arts University Bournemouth	35277.24	335.0
Oxford University Press	2010	Aston University	1313204.14	91.99
Oxford University Press	2010	Bangor University	3733773.28	18222.9
Oxford University Press	2010	University of Bath	6288549.33	18063.0
Oxford University Press	2010	Bath Spa University	53002.86	990.96
Oxford University Press	2010	University of Bedfordshire	1509432.31	6597.78
Oxford University Press	2010	Birkbeck, University of London	1665975.0	15566.0
Oxford University Press	2010	University of Birmingham	10094024.95	54911.32
Oxford University Press	2010	Birmingham City University	559587.33	3061.78
Oxford University Press	2010	Bishop Grosseteste University	207036.0	489.0
Oxford University Press	2010	University of Bolton	987137.28	6544.56
Oxford University Press	2010	Bournemouth University	1955288.0	9514.0
Oxford University Press	2010	University of Brighton	1997605.41	10793.0
Oxford University Press	2010	University of Bristol	11127190.09	28100.59
Oxford University Press	2010	Brunel University	3752380.03	27069.11
Oxford University Press	2010	Buckinghamshire New University	359252.0	4963.0
Oxford University Press	2010	University of Cambridge	13893689.05	25380.0
Oxford University Press	2010	Canterbury Christ Church University	1502271.56	8684.77
Oxford University Press	2010	Cardiff University	9426730.95	50954.0
Oxford University Press	2010	Cardiff Metropolitan University	1272353.2	4233.37
Oxford University Press	2010	University of Central Lancashire	2303359.83	17002.69
Oxford University Press	2010	University of Chichester	253687.69	2643.19
Oxford University Press	2010	City University London	2461142.1	11308.0
Oxford University Press	2010	Courtauld Institute of Art	10307.27	0.0
Oxford University Press	2010	Coventry University	1787323.58	5271.52
Oxford University Press	2010	University of Cumbria	441828.01	2582.68
Oxford University Press	2010	De Montfort University	1712913.31	12783.52
Oxford University Press	2010	University of Derby	987335.2	8860.72
Oxford University Press	2010	University of Dundee	4727771.51	27234.0
Oxford University Press	2010	Durham University	6648315.01	28387.0
Oxford University Press	2010	University of East Anglia	5242999.3	37526.0
Oxford University Press	2010	University of East London	1577189.79	11219.87
Oxford University Press	2010	University of Edinburgh	9501214.15	58367.0
Oxford University Press	2010	Edinburgh Napier University	1771566.26	8360.5
Oxford University Press	2010	University of Exeter	4118935.41	26131.0
Oxford University Press	2010	Falmouth University	160054.73	1501.0
Oxford University Press	2010	University of Glasgow	9830218.57	53056.0
Oxford University Press	2010	Glasgow Caledonian University	2819814.47	16855.55
Oxford University Press	2010	Glyndŵr University	263659.0	3931.0
Oxford University Press	2010	University of Greenwich	1039890.57	0.0
Oxford University Press	2010	Harper Adams University	623866.99	2750.81
Oxford University Press	2010	Heriot-Watt University	2842128.23	6234.15
Oxford University Press	2010	Heythrop College	8760.0	379.0
Oxford University Press	2010	University of Huddersfield	577676.67	4266.69
Oxford University Press	2010	University of Hull	3661245.7	18959.0
Oxford University Press	2010	Imperial College London	10428867.31	10353.26
Oxford University Press	2010	Institute of Cancer Research	1058332.0	11576.0
Oxford University Press	2010	Institute of Education, University of London	1073116.0	4421.0
Oxford University Press	2010	Keele University	2048483.59	17629.0
Oxford University Press	2010	University of Kent	2126624.12	0.0
Oxford University Press	2010	King's College London	8416682.2	49262.69
Oxford University Press	2010	Kingston University	2156783.52	5170.4
Oxford University Press	2010	Lancaster University	4333552.0	25981.0
Oxford University Press	2010	University of Leeds	8418576.0	59714.0
Oxford University Press	2010	Leeds College of Art	5225.71	170.96
Oxford University Press	2010	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	10428.48
Oxford University Press	2010	Leeds Trinity University	198823.37	2965.87
Oxford University Press	2010	University of Lincoln	1085148.0	7715.0
Oxford University Press	2010	University of Liverpool	7996744.71	48404.19
Oxford University Press	2010	Liverpool Hope University	719020.2	4632.78
Oxford University Press	2010	Liverpool John Moores University	3239133.95	16597.27
Oxford University Press	2010	University of London (central)	1436219.0	14338.0
Oxford University Press	2010	London Business School	751740.69	2878.0
Oxford University Press	2010	London Metropolitan University	1372380.0	164.0
Oxford University Press	2010	London School of Economics	3485289.37	24536.52
Oxford University Press	2010	London School of Hygiene and Tropical Medicine	1998227.97	17342.59
Oxford University Press	2010	Loughborough University	4639685.0	16482.0
Oxford University Press	2010	University of Manchester	13902222.1	55496.79
Oxford University Press	2010	Manchester Metropolitan University	2025001.8	21341.61
Oxford University Press	2010	Middlesex University	895042.03	71215.0
Oxford University Press	2010	Newcastle University	8625403.74	43302.63
Oxford University Press	2010	Newman University	255166.0	1955.0
Oxford University Press	2010	University of Northampton	1041589.08	10085.62
Oxford University Press	2010	Northumbria University	3281470.42	13227.03
Oxford University Press	2010	University of Nottingham	11950364.55	55900.0
Oxford University Press	2010	Nottingham Trent University	1874541.82	10675.7
Oxford University Press	2010	Oxford Brookes University	3494720.97	20031.68
Oxford University Press	2010	Plymouth University	3589331.96	6042.75
Oxford University Press	2010	University of Portsmouth	2873573.37	17693.0
Oxford University Press	2010	Queen Margaret University, Edinburgh	794752.18	4935.18
Oxford University Press	2010	Queen Mary, University of London	5486850.39	8066.03
Oxford University Press	2010	Queen's University Belfast	8889564.83	40884.47
Oxford University Press	2010	Ravensbourne	4183.14	0.0
Oxford University Press	2010	University of Reading	3889485.26	15193.6
Oxford University Press	2010	Robert Gordon University	1913879.0	4078.0
Oxford University Press	2010	University of Roehampton	1346012.19	8258.55
Oxford University Press	2010	Rose Bruford College	0.0	0.0
Oxford University Press	2010	Royal Academy of Music	5627.8	341.7
Oxford University Press	2010	Royal Agricultural University	415345.57	953.89
Oxford University Press	2010	Royal College of Art	85.0	0.0
Oxford University Press	2010	Royal College of Music	339.0	0.0
Oxford University Press	2010	Royal Conservatoire of Scotland	9233.6	481.85
Oxford University Press	2010	Royal Holloway, University of London	2960970.13	20483.08
Oxford University Press	2010	Royal Northern College of Music	15224.59	487.79
Oxford University Press	2010	Royal Veterinary College	775736.48	2820.33
Oxford University Press	2010	University of Salford	3537197.04	12950.71
Oxford University Press	2010	School of Oriental and African Studies	576069.02	18943.5
Oxford University Press	2010	University of Sheffield	6940793.26	48856.56
Oxford University Press	2010	Sheffield Hallam University	195223.79	0.0
Oxford University Press	2010	University of South Wales	2323217.0	20880.0
Oxford University Press	2010	University of Southampton	3104925.41	67876.11
Oxford University Press	2010	Southampton Solent University	11408.73	0.0
Oxford University Press	2010	Staffordshire University	461593.19	17772.0
Oxford University Press	2010	University of St Andrews	4305431.33	32041.0
Oxford University Press	2010	St George's University of London	1167653.0	8770.0
Oxford University Press	2010	University of St Mark and St John	334849.43	2359.0
Oxford University Press	2010	St Mary's University College	406151.0	3634.0
Oxford University Press	2010	University of Stirling	2486292.0	9831.0
Oxford University Press	2010	University of Strathclyde	6801071.0	24519.0
Oxford University Press	2010	University of Sunderland	1573314.97	765.34
Oxford University Press	2010	University of Surrey	2755964.18	0.0
Oxford University Press	2010	University of Sussex	4996376.0	23261.0
Oxford University Press	2010	Swansea University	4396602.29	9567.76
Oxford University Press	2010	Teesside University	2045929.34	10043.06
Oxford University Press	2010	Trinity Laban	17259.83	622.62
Oxford University Press	2010	University College Birmingham	649103.0	0.0
Oxford University Press	2010	University for the Creative Arts	11504.43	21.0
Oxford University Press	2010	University of the Highlands and Islands	138183.52	0.0
Oxford University Press	2010	University of the West of England	3409003.0	14117.0
Oxford University Press	2010	University of the West of Scotland	1217004.0	7330.0
Oxford University Press	2010	University of Ulster	5988170.68	21910.42
Oxford University Press	2010	University of Wales Trinity St David	840554.0	4993.0
Oxford University Press	2010	University of Warwick	8166941.54	36073.0
Oxford University Press	2010	University of West London	61817.41	2977.78
Oxford University Press	2010	University of Westminster	2397389.0	25624.0
Oxford University Press	2010	University of Winchester	953812.42	5307.42
Oxford University Press	2010	University of Wolverhampton	45711.0	14264.0
Oxford University Press	2010	University of Worcester	77102.31	0.0
Oxford University Press	2010	University of York	6142532.23	29206.48
Oxford University Press	2010	York St John University	769711.0	8237.89
Oxford University Press	2011	University of Aberdeen	7799674.85	35282.4
Oxford University Press	2011	Abertay University	158525.13	0.0
Oxford University Press	2011	Aberystwyth University	3429443.4	20524.62
Oxford University Press	2011	Anglia Ruskin University	1554538.0	9598.0
Oxford University Press	2011	Arts University Bournemouth	35277.24	369.43
Oxford University Press	2011	Aston University	1313204.14	60.49
Oxford University Press	2011	Bangor University	3733773.28	21243.82
Oxford University Press	2011	University of Bath	6288549.33	19962.0
Oxford University Press	2011	Bath Spa University	53002.86	2894.4
Oxford University Press	2011	University of Bedfordshire	1509432.31	7210.91
Oxford University Press	2011	Birkbeck, University of London	1665975.0	15229.0
Oxford University Press	2011	University of Birmingham	10094024.95	59298.09
Oxford University Press	2011	Birmingham City University	559587.33	8888.4
Oxford University Press	2011	Bishop Grosseteste University	207036.0	345.0
Oxford University Press	2011	University of Bolton	987137.28	7050.35
Oxford University Press	2011	Bournemouth University	1955288.0	10014.0
Oxford University Press	2011	University of Brighton	1997605.41	11082.0
Oxford University Press	2011	University of Bristol	11127190.09	59330.79
Oxford University Press	2011	Brunel University	3752380.03	25872.57
Oxford University Press	2011	Buckinghamshire New University	359252.0	5735.0
Oxford University Press	2011	University of Cambridge	13893689.05	25186.0
Oxford University Press	2011	Canterbury Christ Church University	1502271.56	9801.12
Oxford University Press	2011	Cardiff University	9426730.95	51627.0
Oxford University Press	2011	Cardiff Metropolitan University	1272353.2	6637.44
Oxford University Press	2011	University of Central Lancashire	2303359.83	18310.33
Oxford University Press	2011	University of Chichester	253687.69	1830.84
Oxford University Press	2011	City University London	2461142.1	16605.0
Oxford University Press	2011	Courtauld Institute of Art	10307.27	581.63
Oxford University Press	2011	Coventry University	1787323.58	5319.18
Oxford University Press	2011	Cranfield University	2677876.22	596.11
Oxford University Press	2011	University of Cumbria	441828.01	2878.34
Oxford University Press	2011	De Montfort University	1712913.31	13866.27
Oxford University Press	2011	University of Derby	987335.2	10075.6
Oxford University Press	2011	University of Dundee	4727771.51	28563.02
Oxford University Press	2011	Durham University	6648315.01	32045.0
Oxford University Press	2011	University of East Anglia	5242999.3	30595.0
Oxford University Press	2011	University of East London	1577189.79	11386.88
Oxford University Press	2011	University of Edinburgh	9501214.15	60885.0
Oxford University Press	2011	Edinburgh Napier University	1771566.26	9046.13
Oxford University Press	2011	University of Exeter	4118935.41	30552.0
Oxford University Press	2011	Falmouth University	160054.73	1443.0
Oxford University Press	2011	University of Glasgow	9830218.57	58593.0
Oxford University Press	2011	Glasgow Caledonian University	2819814.47	18530.68
Oxford University Press	2011	University of Gloucestershire	279285.8	738.35
Oxford University Press	2011	Glyndŵr University	263659.0	4013.0
Oxford University Press	2011	University of Greenwich	1039890.57	0.0
Oxford University Press	2011	Harper Adams University	623866.99	2909.59
Oxford University Press	2011	Heriot-Watt University	2842128.23	7103.87
Oxford University Press	2011	Heythrop College	8760.0	399.0
Oxford University Press	2011	University of Huddersfield	577676.67	5706.56
Oxford University Press	2011	University of Hull	3661245.7	18161.1
Oxford University Press	2011	Imperial College London	10428867.31	14282.0
Oxford University Press	2011	Institute of Cancer Research	1058332.0	12277.0
Oxford University Press	2011	Institute of Education, University of London	1073116.0	4782.0
Oxford University Press	2011	Keele University	2048483.59	18087.0
Oxford University Press	2011	University of Kent	2126624.12	0.0
Oxford University Press	2011	King's College London	8416682.2	59433.14
Oxford University Press	2011	Kingston University	2156783.52	5652.93
Oxford University Press	2011	Lancaster University	4333552.0	33302.0
Oxford University Press	2011	University of Leeds	8418576.0	62789.0
Oxford University Press	2011	Leeds College of Art	5225.71	181.27
Oxford University Press	2011	Leeds Beckett University (formerly Leeds Metropolitan University)	1918749.01	10857.13
Oxford University Press	2011	Leeds Trinity University	198823.37	3660.83
Oxford University Press	2011	University of Lincoln	1085148.0	7074.0
Oxford University Press	2011	University of Liverpool	7996744.71	52752.55
Oxford University Press	2011	Liverpool Hope University	719020.2	4733.4
Oxford University Press	2011	Liverpool John Moores University	3239133.95	10623.23
Oxford University Press	2011	University of London (central)	1436219.0	15170.0
Oxford University Press	2011	London Business School	751740.69	3117.0
Oxford University Press	2011	London Metropolitan University	1372380.0	173.0
Oxford University Press	2011	London School of Economics	3485289.37	27184.52
Oxford University Press	2011	London School of Hygiene and Tropical Medicine	1998227.97	17737.72
Oxford University Press	2011	London South Bank University	741235.08	8269.65
Oxford University Press	2011	Loughborough University	4639685.0	18717.0
Oxford University Press	2011	University of Manchester	13902222.1	68748.37
Oxford University Press	2011	Manchester Metropolitan University	2025001.8	0.0
Oxford University Press	2011	Middlesex University	895042.03	241.0
Oxford University Press	2011	Newcastle University	8625403.74	45839.97
Oxford University Press	2011	Newman University	255166.0	2066.0
Oxford University Press	2011	University of Northampton	1041589.08	9968.48
Oxford University Press	2011	Northumbria University	3281470.42	17462.22
Oxford University Press	2011	Norwich University of the Arts	5481.0	342.0
Oxford University Press	2011	University of Nottingham	11950364.55	61400.0
Oxford University Press	2011	Nottingham Trent University	1874541.82	10595.14
Oxford University Press	2011	Open University	3657352.0	36058.0
Oxford University Press	2011	Oxford Brookes University	3494720.97	20440.46
Oxford University Press	2011	Plymouth University	3589331.96	5985.0
Oxford University Press	2011	University of Portsmouth	2873573.37	20564.0
Oxford University Press	2011	Queen Margaret University, Edinburgh	794752.18	5183.44
Oxford University Press	2011	Queen Mary, University of London	5486850.39	8282.58
Oxford University Press	2011	Queen's University Belfast	8889564.83	33275.65
Oxford University Press	2011	Ravensbourne	4183.14	807.84
Oxford University Press	2011	University of Reading	3889485.26	17016.13
Oxford University Press	2011	Robert Gordon University	1913879.0	4263.0
Oxford University Press	2011	University of Roehampton	1346012.19	8935.63
Oxford University Press	2011	Rose Bruford College	0.0	0.0
Oxford University Press	2011	Royal Academy of Music	5627.8	487.33
Oxford University Press	2011	Royal Agricultural University	415345.57	996.8
Oxford University Press	2011	Royal College of Art	85.0	0.0
Oxford University Press	2011	Royal College of Music	339.0	157.0
Oxford University Press	2011	Royal Conservatoire of Scotland	9233.6	591.86
Oxford University Press	2011	Royal Holloway, University of London	2960970.13	24380.9
Oxford University Press	2011	Royal Northern College of Music	15224.59	497.23
Oxford University Press	2011	Royal Veterinary College	775736.48	5419.72
Oxford University Press	2011	University of Salford	3537197.04	11533.62
Oxford University Press	2011	School of Oriental and African Studies	576069.02	19043.3
Oxford University Press	2011	University of Sheffield	6940793.26	52970.43
Oxford University Press	2011	Sheffield Hallam University	195223.79	705.0
Oxford University Press	2011	University of South Wales	2323217.0	18952.0
Oxford University Press	2011	University of Southampton	3104925.41	69374.71
Oxford University Press	2011	Southampton Solent University	11408.73	0.0
Oxford University Press	2011	Staffordshire University	461593.19	28692.0
Oxford University Press	2011	University of St Andrews	4305431.33	34206.0
Oxford University Press	2011	St George's University of London	1167653.0	10118.0
Oxford University Press	2011	University of St Mark and St John	334849.43	2459.0
Oxford University Press	2011	St Mary's University College	406151.0	3781.0
Oxford University Press	2011	University of Stirling	2486292.0	11690.0
Oxford University Press	2011	University of Strathclyde	6801071.0	28061.0
Oxford University Press	2011	University of Sunderland	1573314.97	835.3
Oxford University Press	2011	University of Surrey	2755964.18	0.0
Oxford University Press	2011	University of Sussex	4996376.0	24970.0
Oxford University Press	2011	Swansea University	4396602.29	6496.21
Oxford University Press	2011	Teesside University	2045929.34	10427.11
Oxford University Press	2011	Trinity Laban	17259.83	649.59
Oxford University Press	2011	UCL	13902388.29	45000.0
Oxford University Press	2011	University College Birmingham	649103.0	0.0
Oxford University Press	2011	University for the Creative Arts	11504.43	2397.0
Oxford University Press	2011	University of the Highlands and Islands	138183.52	0.0
Oxford University Press	2011	University of the West of England	3409003.0	18778.0
Oxford University Press	2011	University of the West of Scotland	1217004.0	7943.0
Oxford University Press	2011	University of Ulster	5988170.68	23038.52
Oxford University Press	2011	University of Wales Trinity St David	840554.0	7991.0
Oxford University Press	2011	University of Warwick	8166941.54	38413.0
Oxford University Press	2011	University of West London	61817.41	5104.06
Oxford University Press	2011	University of Westminster	2397389.0	27604.0
Oxford University Press	2011	University of Winchester	953812.42	5457.25
Oxford University Press	2011	University of Wolverhampton	45711.0	0.0
Oxford University Press	2011	University of Worcester	77102.31	0.0
Oxford University Press	2011	University of York	6142532.23	30220.71
Oxford University Press	2011	York St John University	769711.0	11491.89
Oxford University Press	2012	University of Aberdeen	7799674.85	37054.73
Oxford University Press	2012	Abertay University	158525.13	0.0
Oxford University Press	2012	Aberystwyth University	3429443.4	22054.01
Oxford University Press	2012	Anglia Ruskin University	1554538.0	10081.0
Oxford University Press	2012	Arts University Bournemouth	35277.24	393.42
Oxford University Press	2012	Aston University	1313204.14	2724.2
Oxford University Press	2012	Bangor University	3733773.28	22404.44
Oxford University Press	2012	University of Bath	6288549.33	24168.0
Oxford University Press	2012	Bath Spa University	53002.86	1983.6
Oxford University Press	2012	University of Bedfordshire	1509432.31	7672.22
Oxford University Press	2012	Birkbeck, University of London	1665975.0	16510.0
Oxford University Press	2012	University of Birmingham	10094024.95	61278.0
Oxford University Press	2012	Birmingham City University	559587.33	7452.0
Oxford University Press	2012	Bishop Grosseteste University	207036.0	389.0
Oxford University Press	2012	University of Bolton	987137.28	7597.03
Oxford University Press	2012	Bournemouth University	1955288.0	10542.0
Oxford University Press	2012	University of Brighton	1997605.41	11249.0
Oxford University Press	2012	University of Bristol	11127190.09	63792.44
Oxford University Press	2012	Brunel University	3752380.03	23158.27
Oxford University Press	2012	Buckinghamshire New University	359252.0	5003.0
Oxford University Press	2012	University of Cambridge	13893689.05	28959.0
Oxford University Press	2012	Canterbury Christ Church University	1502271.56	10449.64
Oxford University Press	2012	Cardiff University	9426730.95	57060.0
Oxford University Press	2012	Cardiff Metropolitan University	1272353.2	5926.77
Oxford University Press	2012	University of Central Lancashire	2303359.83	19950.32
Oxford University Press	2012	University of Chichester	253687.69	2124.4
